affy_U133Plus2
Genbank Acc	GO
NM_001260	GO:0000074(regulation of progression through cell cycle) GO:0000082(G1/S transition of mitotic cell cycle) GO:0000119(mediator complex) GO:0004674(protein serine/threonine kinase activity) GO:0004693(cyclin-dependent protein kinase activity) GO:0004702(receptor signaling protein serine/threonine kinase activity) GO:0005524(ATP binding) GO:0005634(nucleus) GO:0006367(transcription initiation from RNA polymerase II promoter) GO:0006468(protein amino acid phosphorylation) GO:0007049(cell cycle) GO:0007067(mitosis) GO:0016455(RNA polymerase II transcription mediator activity)
BF700678	
NM_005975	
AF358135	
NM_007271	
NM_053055	
NM_022111	
NM_021163	GO:0000004(biological process unknown) GO:0000166(nucleotide binding) GO:0000287(magnesium ion binding) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008253(5'-nucleotidase activity) GO:0008372(cellular component unknown) GO:0009117(nucleotide metabolism) GO:0009264(deoxyribonucleotide catabolism) GO:0016787(hydrolase activity) GO:0046872(metal ion binding) EC 3 EC 3.1.3.5
NM_173636	
NM_173636	
NM_152725	
BC033791	
NM_024500	
NM_152340	
D78260	GO:0001701(embryonic development (sensu Mammalia)) GO:0003677(DNA binding) GO:0003690(double-stranded DNA binding) GO:0003700(transcription factor activity) GO:0003702(RNA polymerase II transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007267(cell-cell signaling) GO:0007507(heart development) GO:0008270(zinc ion binding) GO:0016563(transcriptional activator activity) GO:0043565(sequence-specific DNA binding) GO:0045941(positive regulation of transcription) GO:0045944(positive regulation of transcription from RNA polymerase II promoter) GO:0046872(metal ion binding) GO:0048558(embryonic gut morphogenesis)
NM_152332	
BC020851	
BC020851	
NM_152387	
AF028008	
NM_152363	
NM_017514	
NM_014100	
BC035749	
NM_153218	
BC010030	
NM_152539	
NM_145000	
R75838	
NM_153042	
AY079172	
NM_152565	
NM_152565	
AB055704	
AB055703	
AY099509	
NM_003777	
NM_144692	
NM_138430	
NM_080551	
NM_144985	
BC023539	
NM_002088	
BC019612	
BC019612	
NM_015694	
NM_020433	
AB015656	
AF403479	
BC022407	
NM_001051	
NM_133638	
NM_133638	
NM_138620	
NM_173568	
NM_152573	
NM_152573	
AF428251	
AB092439	
NM_020388	
NM_152355	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005634(nucleus)
NM_152355	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005634(nucleus)
NM_173808	
AY043466	
NM_152418	
AA583332	
NM_152709	
NM_152757	
AL832097	
NM_173664	
NM_173664	
NM_032814	
NM_153228	
NM_173352	
NM_173352	
NM_145023	
NM_145023	
NM_007130	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent)
NM_007130	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent)
NM_032434	
NM_015365	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
NM_173511	
NM_152478	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
AB083055	
NM_033631	
NM_007131	
NM_152454	
NM_018963	
NM_152723	
NM_152412	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
NM_144713	
NM_139054	
NM_031882	
NM_031882	
NM_144685	
NM_145019	
NM_173688	
NM_032817	
NM_152633	
NM_032237	
NM_152601	
NM_152675	
NM_148674	
NM_153252	
NM_080863	
NM_138703	
NM_152473	
AY026481	
NM_153017	
NM_152525	
NM_152525	
NM_018949	
NM_173477	
NM_006950	GO:0003779(actin binding) GO:0007269(neurotransmitter secretion) GO:0008021(synaptic vesicle) GO:0030672(synaptic vesicle membrane) GO:0045202(synapse) GO:0046983(protein dimerization activity)
NM_144712	
NM_144571	
NM_144571	
NM_138328	
CA411757	
NM_173602	
NM_078483	
NM_152551	
NM_173594	
NM_152476	
NM_173630	
NM_152547	
NM_144709	
NM_153268	
NM_152507	
NM_033029	
NM_152442	
NM_152791	
NM_173564	
NM_144610	
NM_054031	
NM_152555	
NM_032787	
NM_172313	
NM_152460	
NM_152664	
NM_152910	
NM_144632	
NM_152337	
NM_144703	
NM_033358	
NM_153021	
NM_173644	
NM_006933	
NM_153209	
NM_144990	
NM_080817	
AL832460	
NM_144968	
AF370886	
NM_152627	
NM_006588	
NM_021961	
AF411819	
BC029532	
AF453828	
NM_152751	
NM_003054	
BC017587	
NM_145268	
NM_152367	
NM_173669	
NM_152622	
NM_152608	
NM_054028	
NM_144639	
AY029205	
NM_020847	
NM_002235	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
NM_147133	
NM_152641	
NM_152698	
NM_130901	
AF513360	
NM_153030	
NM_153019	
NM_053057	
NM_153016	
NM_024963	
NM_024963	
NM_173645	
NM_152554	
NM_173676	
NM_152317	
NM_144994	
NM_144613	
NM_173544	
NM_173641	
NM_152669	
NM_144625	
NM_018544	
NM_152733	
NM_144619	
NM_152781	
NM_152615	
NM_152432	
NM_032845	
NM_032793	
NM_138293	
NM_153036	
NM_152530	
NM_173681	
NM_152761	
NM_173503	
NM_003221	
AF497548	GO:0004872(receptor activity) GO:0005515(protein binding) GO:0009897(external side of plasma membrane) GO:0016020(membrane) GO:0016021(integral to membrane)
NM_144719	
NM_144719	
NM_053012	
NM_152466	
NM_152466	
NM_147199	
NM_139011	
AB076563	
NM_033225	
NM_033044	
NM_025003	
AF395909	
NM_171999	
NM_032785	
NM_025011	
NM_139319	GO:0001504(neurotransmitter uptake) GO:0005215(transporter activity) GO:0005313(L-glutamate transporter activity) GO:0006810(transport) GO:0008021(synaptic vesicle) GO:0016020(membrane) GO:0016021(integral to membrane)
NM_173580	
NM_138996	GO:0000004(biological process unknown) GO:0005515(protein binding) GO:0007155(cell adhesion) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030425(dendrite)
NM_153031	
NM_145892	GO:0000004(biological process unknown) GO:0003723(RNA binding) GO:0005515(protein binding) GO:0005634(nucleus)
NM_144682	
NM_173599	
NM_152498	
NM_173667	
NM_139055	
NM_173675	
NM_152575	
AY028913	
NM_170664	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0005578(extracellular matrix (sensu Metazoa)) GO:0005615(extracellular space) GO:0016020(membrane) GO:0016324(apical plasma membrane)
NM_173550	
NM_173534	
NM_152469	
NM_173600	
NM_152375	
NM_173578	
NM_173692	
NM_153010	
NM_138994	GO:0000004(biological process unknown) GO:0005515(protein binding) GO:0007155(cell adhesion) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030425(dendrite)
NM_138994	GO:0000004(biological process unknown) GO:0005515(protein binding) GO:0007155(cell adhesion) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030425(dendrite)
NM_173684	
NM_173507	
NM_173671	
NM_152336	
NM_173673	
NM_173617	
NM_173617	
NM_173616	
NM_173597	
NM_130387	
NM_152364	
NM_152714	
NM_173697	
NM_144984	
NM_173646	
NM_173649	
NM_173696	
NM_152541	
NM_173682	
NM_145024	
NM_173695	
NM_152580	
NM_032821	
NM_173628	
NM_152462	
NM_153041	
AY172978	
NM_018582	
NM_173579	
NM_173633	
NM_153040	
NM_152762	
NM_144667	
NM_153038	
NM_173625	
NM_144674	
NM_144674	
NM_173598	
NM_006192	
NM_152566	
NM_152566	
NM_152768	
NM_018572	
AY185496	
NM_012159	
NM_053016	
NM_054032	
NM_144670	
NM_173077	
NM_005284	
NM_148895	
NM_005444	GO:0000122(negative regulation of transcription from RNA polymerase II promoter) GO:0003723(RNA binding) GO:0005554(molecular function unknown) GO:0007275(development) GO:0008372(cellular component unknown) GO:0019221(cytokine and chemokine mediated signaling pathway) GO:0030014(CCR4-NOT complex) GO:0030154(cell differentiation) GO:0031137(regulation of conjugation with cellular fusion) GO:0031142(induction of conjugation upon nitrogen starvation)
NM_152219	
NM_173860	
NM_078625	
NM_078625	
NM_138336	
AF517122	
AF355799	
NM_145180	
NM_080389	
NM_176822	
NM_145695	GO:0004143(diacylglycerol kinase activity) GO:0005509(calcium ion binding) GO:0005543(phospholipid binding) GO:0005829(cytosol) GO:0005886(plasma membrane) GO:0007205(protein kinase C activation) GO:0007242(intracellular signaling cascade) GO:0008270(zinc ion binding) GO:0016301(kinase activity) GO:0016740(transferase activity) GO:0019992(diacylglycerol binding) GO:0046872(metal ion binding) EC 2 EC 2.7.1.107
NM_176810	
NM_176811	
NM_176820	
NM_139052	
NM_152232	
NM_033669	GO:0000074(regulation of progression through cell cycle) GO:0000082(G1/S transition of mitotic cell cycle) GO:0004872(receptor activity) GO:0005178(integrin binding) GO:0005515(protein binding) GO:0005886(plasma membrane) GO:0007155(cell adhesion) GO:0007160(cell-matrix adhesion) GO:0007229(integrin-mediated signaling pathway) GO:0007275(development) GO:0008284(positive regulation of cell proliferation) GO:0008305(integrin complex) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019717(synaptosome) GO:0045596(negative regulation of cell differentiation)
NM_138322	
NM_032819	
NM_020647	
NM_176821	
NM_002883	
NM_018615	
NM_175068	
NM_173704	
NM_175053	
NM_001532	
NM_177398	
NM_176816	
NM_054021	
NM_175924	
NM_018614	
NM_018605	
NM_173856	
NM_173858	
NM_173709	
NM_053278	
NM_176881	
NM_176817	
NM_176882	
NM_176883	
NM_173490	
NM_173857	
NM_176890	
NM_172100	
NM_080676	
NM_012137	
NM_153685	
NM_173702	
NM_005323	
NM_173705	
NM_173705	
NM_134268	
NM_001405	
NM_176891	
NM_173714	
NM_058206	
NM_173829	
NM_058207	
NM_003251	
NM_176819	
NM_021049	
NM_175901	
NM_019896	
NM_173710	
NM_005764	
NM_175923	
NM_080842	
NM_080842	
NM_005421	
NM_005543	
AF492003	GO:0000793(condensed chromosome) GO:0000795(synaptonemal complex) GO:0000800(lateral element) GO:0000802(transverse filament) GO:0005515(protein binding) GO:0005634(nucleus) GO:0007067(mitosis) GO:0007126(meiosis) GO:0007129(synapsis) GO:0016740(transferase activity) EC 2
NM_147196	
NM_147196	
NM_058173	
NM_022374	
NM_152701	
NM_152701	
NM_138968	
NM_138968	
NM_173583	
NM_058230	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
NM_001453	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0043565(sequence-specific DNA binding) GO:0045944(positive regulation of transcription from RNA polymerase II promoter)
NM_173604	
NM_138800	
NM_138800	
NM_152616	
NM_152597	
NM_032757	
NM_173611	
NM_152347	
NM_152347	
NM_130899	
NM_173554	
NM_139173	
NM_173677	
NM_152665	
NM_152453	
NM_152453	
NM_133263	
NM_173683	
NM_052933	
NM_152571	
NM_152592	
NM_173648	
NM_144657	
NM_152342	
NM_173529	
NM_173529	
NM_153262	
NM_152623	
NM_058222	
NM_173615	
NM_152508	
NM_148959	
NM_148959	
NM_148896	
NM_080654	
NM_032773	
NM_033547	
NM_145240	
NM_080836	
NM_145258	
NM_138343	
NM_152902	
NM_133376	GO:0000074(regulation of progression through cell cycle) GO:0000082(G1/S transition of mitotic cell cycle) GO:0004872(receptor activity) GO:0005178(integrin binding) GO:0005515(protein binding) GO:0005886(plasma membrane) GO:0007155(cell adhesion) GO:0007160(cell-matrix adhesion) GO:0007229(integrin-mediated signaling pathway) GO:0007275(development) GO:0008284(positive regulation of cell proliferation) GO:0008305(integrin complex) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019717(synaptosome) GO:0045596(negative regulation of cell differentiation)
NM_173517	
NM_005041	
NM_152441	GO:0000152(nuclear ubiquitin ligase complex) GO:0006511(ubiquitin-dependent protein catabolism) GO:0019005(SCF ubiquitin ligase complex)
NM_152441	GO:0000152(nuclear ubiquitin ligase complex) GO:0006511(ubiquitin-dependent protein catabolism) GO:0019005(SCF ubiquitin ligase complex)
NM_173672	
NM_138473	
NM_145055	
NM_152396	
NM_152396	
NM_138484	
NM_152490	
NM_032783	
NM_002645	
NM_170722	
NM_152484	
NM_145257	
NM_145257	
NM_152511	
NM_138366	
NM_153358	
NM_153358	
NM_000740	
NM_153692	
NM_032761	
NM_032284	
NM_153027	
NM_153027	
NM_144593	GO:0000082(G1/S transition of mitotic cell cycle) GO:0003924(GTPase activity) GO:0005525(GTP binding) GO:0006886(intracellular protein transport) GO:0006898(receptor mediated endocytosis) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007264(small GTPase mediated signal transduction) GO:0007446(imaginal disc growth) GO:0008283(cell proliferation) GO:0016049(cell growth) GO:0017157(regulation of exocytosis) GO:0030307(positive regulation of cell growth) GO:0042594(response to starvation)
NM_032371	
NM_153033	
NM_152909	
NM_152909	
NM_152704	
NM_173557	
NM_173557	
NM_170776	
NM_016620	
NM_152730	
NM_173593	
NM_152759	
NM_152759	
NM_152759	
NM_032816	
NM_152327	
NM_144982	
NM_001570	
NM_001570	
NM_153709	
NM_145280	
NM_173591	
NM_032923	
NM_144664	
NM_144664	
NM_080608	
NM_138454	
NM_032764	
NM_032263	
NM_153255	
NM_173566	
NM_032876	
NM_052904	
NM_173674	
NM_033438	
NM_033438	
NM_152776	
NM_152532	
NM_152489	
NM_152559	
NM_152646	
NM_080660	
NM_152545	
NM_145013	
NM_058180	
NM_032202	
NM_032202	
NM_145286	
NM_153011	
NM_153011	
NM_145032	
NM_152647	
NM_080664	
NM_005634	
NM_152343	
NM_152343	
NM_138808	
NM_145285	
NM_153237	
NM_020890	
NM_032897	
NM_032760	
NM_032760	
NM_152634	
NM_014348	
NM_014348	
NM_144983	
NM_153708	
NM_153708	
NM_145270	
NM_152315	
NM_173652	
NM_005361	
NM_152426	
NM_145179	
NM_153264	
NM_153264	
NM_138575	
NM_152543	
NM_173463	
NM_173463	
NM_153346	
NM_153714	
NM_153714	
NM_153714	
NM_152719	
NM_152719	
NM_145050	
NM_153754	
NM_152323	
NM_152564	
NM_014499	
NM_173588	
NM_024784	
NM_004179	GO:0001963(synaptic transmission, dopaminergic) GO:0004497(monooxygenase activity) GO:0004505(phenylalanine 4-monooxygenase activity) GO:0004510(tryptophan 5-monooxygenase activity) GO:0004511(tyrosine 3-monooxygenase activity) GO:0005506(iron ion binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0006559(L-phenylalanine catabolism) GO:0006585(dopamine biosynthesis from tyrosine) GO:0006726(eye pigment biosynthesis) GO:0007165(signal transduction) GO:0007268(synaptic transmission) GO:0007507(heart development) GO:0007612(learning) GO:0007613(memory) GO:0007617(mating behavior) GO:0007626(locomotory behavior) GO:0008016(regulation of heart contraction) GO:0009072(aromatic amino acid family metabolism) GO:0009887(organ morphogenesis) GO:0016491(oxidoreductase activity) GO:0016597(amino acid binding) GO:0042136(neurotransmitter biosynthesis) GO:0042423(catecholamine biosynthesis) GO:0042755(eating behavior) GO:0046872(metal ion binding) EC 1 EC 1.14.16.1 EC 1.14.16.2 EC 1.14.16.4
NM_152494	
NM_152772	
NM_173524	
NM_138339	
NM_138339	
NM_173665	
NM_144665	
NM_152771	
NM_152914	
NM_153270	
NM_032805	
NM_032805	
NM_152552	
NM_152413	
NM_152413	
NM_173541	
NM_032763	
NM_145302	
NM_152659	
NM_152659	
NM_152389	
NM_173635	
NM_144972	
NM_054030	
NM_145807	
NM_173484	
NM_173482	
NM_144974	
NM_173525	
NM_152746	
NM_131915	
NM_052852	
NM_152632	
NM_173558	
NM_152596	
NM_144592	
NM_152488	
NM_173643	
NM_173661	
NM_153227	
NM_173577	
NM_152671	
NM_152506	
NM_173520	
NM_173521	
NM_173586	
NM_138784	
NM_145304	
NM_153702	
NM_133492	GO:0005783(endoplasmic reticulum) GO:0006665(sphingolipid metabolism) GO:0016021(integral to membrane) GO:0017040(ceramidase activity) GO:0019216(regulation of lipid metabolism) GO:0046514(ceramide catabolism) EC 3.5.1.23
NM_138327	GO:0001584(rhodopsin-like receptor activity) GO:0001594(trace-amine receptor activity) GO:0004871(signal transducer activity) GO:0004872(receptor activity) GO:0004930(G-protein coupled receptor activity) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007191(dopamine receptor, adenylate cyclase activating pathway) GO:0008227(amine receptor activity) GO:0016020(membrane) GO:0016021(integral to membrane)
NM_145303	
NM_152728	
NM_032917	
NM_032917	
NM_145001	
NM_144598	
NM_138291	
NM_054024	
NM_145171	
NM_053283	
NM_058219	
NM_152639	
NM_144637	
BU682208	
AY134855	
BG194770	
AK092760	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005554(molecular function unknown) GO:0005634(nucleus) GO:0008372(cellular component unknown)
