affy_Mouse430_2
Genbank Acc	GO
BC010754	GO:0004252(serine-type endopeptidase activity) GO:0004263(chymotrypsin activity) GO:0004293(tissue kallikrein activity) GO:0004295(trypsin activity) GO:0005057(receptor signaling protein activity) GO:0005615(extracellular space) GO:0006508(proteolysis) GO:0007264(small GTPase mediated signal transduction) GO:0008083(growth factor activity) GO:0008233(peptidase activity) GO:0008270(zinc ion binding) GO:0016787(hydrolase activity) GO:0043552(positive regulation of phosphoinositide 3-kinase activity) GO:0046872(metal ion binding) EC 3 EC 3.4.21 EC 3.4.21.1 EC 3.4.21.35 EC 3.4.21.4
AK005203	GO:0005615(extracellular space) GO:0005794(Golgi apparatus) GO:0005795(Golgi stack) GO:0005886(plasma membrane) GO:0006917(induction of apoptosis) GO:0016020(membrane) GO:0016021(integral to membrane)
NM_008722	GO:0003676(nucleic acid binding) GO:0003723(RNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005730(nucleolus) GO:0008104(protein localization) GO:0019843(rRNA binding) GO:0043516(regulation of DNA damage response, signal transduction by p53 class mediator)
NM_134255	GO:0000038(very-long-chain fatty acid metabolism) GO:0005783(endoplasmic reticulum) GO:0005792(microsome) GO:0006633(fatty acid biosynthesis) GO:0008610(lipid biosynthesis) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016747(transferase activity, transferring groups other than amino-acyl groups) EC 2.3.1
NM_010064	
NM_019988	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
NM_019988	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
AV336547	GO:0005215(transporter activity) GO:0005509(calcium ion binding) GO:0005887(integral to plasma membrane) GO:0006810(transport) GO:0007269(neurotransmitter secretion) GO:0008021(synaptic vesicle) GO:0008270(zinc ion binding) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0043005(neuron projection) GO:0045202(synapse) GO:0046872(metal ion binding) GO:0048471(perinuclear region)
AV336547	GO:0005215(transporter activity) GO:0005509(calcium ion binding) GO:0005887(integral to plasma membrane) GO:0006810(transport) GO:0007269(neurotransmitter secretion) GO:0008021(synaptic vesicle) GO:0008270(zinc ion binding) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0043005(neuron projection) GO:0045202(synapse) GO:0046872(metal ion binding) GO:0048471(perinuclear region)
NM_013580	GO:0004457(lactate dehydrogenase activity)
NM_013580	GO:0004457(lactate dehydrogenase activity)
NM_008864	
BC010581	GO:0005515(protein binding) GO:0005737(cytoplasm) GO:0005874(microtubule) GO:0007019(microtubule depolymerization) GO:0007052(mitotic spindle organization and biogenesis) GO:0007242(intracellular signaling cascade) GO:0007409(axonogenesis) GO:0015631(tubulin binding) GO:0016020(membrane) GO:0030426(growth cone) GO:0031115(negative regulation of microtubule polymerization) GO:0051272(positive regulation of cell motility)
NM_009025	
M33934	GO:0003824(catalytic activity) GO:0003938(IMP dehydrogenase activity) GO:0006164(purine nucleotide biosynthesis) GO:0006177(GMP biosynthesis) GO:0016491(oxidoreductase activity) GO:0030955(potassium ion binding) GO:0046651(lymphocyte proliferation) GO:0046872(metal ion binding) EC 1 EC 1.1.1.205
M33934	GO:0003824(catalytic activity) GO:0003938(IMP dehydrogenase activity) GO:0006164(purine nucleotide biosynthesis) GO:0006177(GMP biosynthesis) GO:0016491(oxidoreductase activity) GO:0030955(potassium ion binding) GO:0046651(lymphocyte proliferation) GO:0046872(metal ion binding) EC 1 EC 1.1.1.205
NM_054046	
BB815530	
BB815530	
BG064842	
BG064842	
BB858329	
BB858329	
NM_010655	GO:0005488(binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005643(nuclear pore) GO:0005856(cytoskeleton) GO:0006606(protein import into nucleus) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0008320(protein carrier activity) GO:0008565(protein transporter activity) GO:0015031(protein transport)
BB762957	GO:0004497(monooxygenase activity) GO:0005198(structural molecule activity) GO:0005507(copper ion binding) GO:0006583(melanin biosynthesis from tyrosine) GO:0008152(metabolism) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016491(oxidoreductase activity) GO:0046872(metal ion binding) EC 1
BB762957	GO:0004497(monooxygenase activity) GO:0005198(structural molecule activity) GO:0005507(copper ion binding) GO:0006583(melanin biosynthesis from tyrosine) GO:0008152(metabolism) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016491(oxidoreductase activity) GO:0046872(metal ion binding) EC 1
NM_013507	GO:0003723(RNA binding) GO:0003743(translation initiation factor activity) GO:0005737(cytoplasm) GO:0006412(protein biosynthesis) GO:0006417(regulation of protein biosynthesis) GO:0006445(regulation of translation) GO:0006446(regulation of translational initiation)
NM_007563	
NM_007563	
NM_133952	
NM_009837	GO:0003754(chaperone activity) GO:0003763(chaperonin ATPase activity) GO:0005737(cytoplasm) GO:0005832(chaperonin-containing T-complex) GO:0005856(cytoskeleton) GO:0006457(protein folding) GO:0007010(cytoskeleton organization and biogenesis) GO:0007021(tubulin folding) GO:0051082(unfolded protein binding)
NM_009837	GO:0003754(chaperone activity) GO:0003763(chaperonin ATPase activity) GO:0005737(cytoplasm) GO:0005832(chaperonin-containing T-complex) GO:0005856(cytoskeleton) GO:0006457(protein folding) GO:0007010(cytoskeleton organization and biogenesis) GO:0007021(tubulin folding) GO:0051082(unfolded protein binding)
NM_011588	GO:0000122(negative regulation of transcription from RNA polymerase II promoter) GO:0000785(chromatin) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0016564(transcriptional repressor activity) GO:0046872(metal ion binding)
NM_007594	
NM_009369	GO:0005515(protein binding) GO:0005578(extracellular matrix (sensu Metazoa)) GO:0005615(extracellular space) GO:0007155(cell adhesion)
NM_021510	
NM_016860	GO:0000004(biological process unknown) GO:0005200(structural constituent of cytoskeleton) GO:0005739(mitochondrion) GO:0015629(actin cytoskeleton)
NM_011896	
NM_019643	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
NM_013765	GO:0003735(structural constituent of ribosome) GO:0005830(cytosolic ribosome (sensu Eukaryota)) GO:0005840(ribosome) GO:0006412(protein biosynthesis) GO:0007046(ribosome biogenesis)
NM_009468	GO:0005515(protein binding) GO:0005737(cytoplasm) GO:0007411(axon guidance) GO:0016787(hydrolase activity) GO:0030425(dendrite) GO:0043025(cell soma) EC 3
BB758819	GO:0000084(S phase of mitotic cell cycle) GO:0004748(ribonucleoside-diphosphate reductase activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005554(molecular function unknown) GO:0005737(cytoplasm) GO:0005971(ribonucleoside-diphosphate reductase complex) GO:0006213(pyrimidine nucleoside metabolism) GO:0006260(DNA replication) GO:0006275(regulation of DNA replication) GO:0007126(meiosis) GO:0009212(pyrimidine deoxyribonucleoside triphosphate biosynthesis) GO:0009216(purine deoxyribonucleoside triphosphate biosynthesis) GO:0042278(purine nucleoside metabolism) EC 1.17.4.1
BC012413	GO:0003735(structural constituent of ribosome) GO:0005840(ribosome) GO:0006414(translational elongation)
NM_010684	GO:0005764(lysosome) GO:0005770(late endosome) GO:0005771(multivesicular body) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0042383(sarcolemma)
BC010224	
BC010224	
NM_026419	
NM_026419	
NM_007694	
AB043953	
NM_019678	
NM_008231	GO:0005615(extracellular space) GO:0005634(nucleus) GO:0008083(growth factor activity) GO:0008201(heparin binding) GO:0050875(cellular physiological process)
NM_011631	GO:0000166(nucleotide binding) GO:0005509(calcium ion binding) GO:0005524(ATP binding) GO:0005615(extracellular space) GO:0005783(endoplasmic reticulum) GO:0006457(protein folding) GO:0006986(response to unfolded protein) GO:0050750(low-density lipoprotein receptor binding) GO:0051082(unfolded protein binding)
NM_011863	GO:0000103(sulfate assimilation) GO:0000166(nucleotide binding) GO:0003824(catalytic activity) GO:0004020(adenylylsulfate kinase activity) GO:0004781(sulfate adenylyltransferase (ATP) activity) GO:0005524(ATP binding) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0008372(cellular component unknown) GO:0009086(methionine biosynthesis) GO:0009336(sulfate adenylyltransferase complex (ATP)) GO:0009507(chloroplast) GO:0016301(kinase activity) GO:0016740(transferase activity) GO:0016772(transferase activity, transferring phosphorus-containing groups) GO:0016779(nucleotidyltransferase activity) GO:0050428(3'-phosphoadenosine 5'-phosphosulfate biosynthesis) EC 2 EC 2.7 EC 2.7.1.25 EC 2.7.7 EC 2.7.7.4
NM_019879	GO:0000166(nucleotide binding) GO:0003824(catalytic activity) GO:0004774(succinate-CoA ligase activity) GO:0004776(succinate-CoA ligase (GDP-forming) activity) GO:0005525(GTP binding) GO:0005739(mitochondrion) GO:0005743(mitochondrial inner membrane) GO:0006099(tricarboxylic acid cycle) GO:0006104(succinyl-CoA metabolism) GO:0008152(metabolism) GO:0016874(ligase activity) GO:0042709(succinate-CoA ligase complex) GO:0045244(succinate-CoA ligase complex (GDP-forming)) EC 6 EC 6.2.1.4
NM_009163	
NM_009163	
BC003264	
NM_013670	GO:0003677(DNA binding) GO:0003723(RNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005681(spliceosome complex) GO:0005732(small nucleolar ribonucleoprotein complex) GO:0005737(cytoplasm) GO:0006355(regulation of transcription, DNA-dependent) GO:0006397(mRNA processing) GO:0030529(ribonucleoprotein complex)
NM_013670	GO:0003677(DNA binding) GO:0003723(RNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005681(spliceosome complex) GO:0005732(small nucleolar ribonucleoprotein complex) GO:0005737(cytoplasm) GO:0006355(regulation of transcription, DNA-dependent) GO:0006397(mRNA processing) GO:0030529(ribonucleoprotein complex)
BI150149	
BI150149	
NM_008416	GO:0000074(regulation of progression through cell cycle) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0043565(sequence-specific DNA binding) GO:0046983(protein dimerization activity) GO:0050875(cellular physiological process)
BB333334	GO:0000166(nucleotide binding) GO:0004672(protein kinase activity) GO:0004674(protein serine/threonine kinase activity) GO:0004713(protein-tyrosine kinase activity) GO:0004714(transmembrane receptor protein tyrosine kinase activity) GO:0004872(receptor activity) GO:0005020(stem cell factor receptor activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0006468(protein amino acid phosphorylation) GO:0006935(chemotaxis) GO:0007169(transmembrane receptor protein tyrosine kinase signaling pathway) GO:0007243(protein kinase cascade) GO:0007281(germ cell development) GO:0008283(cell proliferation) GO:0009314(response to radiation) GO:0009897(external side of plasma membrane) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016301(kinase activity) GO:0016310(phosphorylation) GO:0016740(transferase activity) GO:0018108(peptidyl-tyrosine phosphorylation) GO:0019221(cytokine and chemokine mediated signaling pathway) GO:0030097(hemopoiesis) GO:0030154(cell differentiation) GO:0046777(protein amino acid autophosphorylation) GO:0048066(pigmentation during development) GO:0050875(cellular physiological process) EC 2 EC 2.7.1.37 EC 2.7.10.2
NM_011962	
BC012407	GO:0004028(3-chloroallyl aldehyde dehydrogenase activity) GO:0004029(aldehyde dehydrogenase (NAD) activity) GO:0005739(mitochondrion) GO:0007605(sensory perception of sound) GO:0008152(metabolism) GO:0016491(oxidoreductase activity) EC 1 EC 1.2.1.3
NM_134086	GO:0005279(amino acid-polyamine transporter activity) GO:0005344(oxygen transporter activity) GO:0005624(membrane fraction) GO:0005886(plasma membrane) GO:0006865(amino acid transport) GO:0006868(L-glutamine transport) GO:0015186(L-glutamine transporter activity) GO:0015671(oxygen transport) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030424(axon)
BC003305	
NM_009042	
NM_021278	GO:0003779(actin binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005829(cytosol) GO:0005856(cytoskeleton) GO:0007010(cytoskeleton organization and biogenesis) GO:0030334(regulation of cell migration)
NM_007632	GO:0000074(regulation of progression through cell cycle) GO:0000307(cyclin-dependent protein kinase holoenzyme complex) GO:0000320(re-entry into mitotic cell cycle) GO:0004672(protein kinase activity) GO:0004693(cyclin-dependent protein kinase activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005829(cytosol) GO:0006468(protein amino acid phosphorylation) GO:0007049(cell cycle) GO:0007165(signal transduction) GO:0016301(kinase activity) GO:0016538(cyclin-dependent protein kinase regulator activity) GO:0042098(T cell proliferation) GO:0045444(fat cell differentiation) GO:0051301(cell division) EC 2.7.1.37
AF042180	
NM_016737	
NM_134141	
NM_008378	
NM_026533	GO:0003735(structural constituent of ribosome) GO:0005830(cytosolic ribosome (sensu Eukaryota)) GO:0005843(cytosolic small ribosomal subunit (sensu Eukaryota)) GO:0006412(protein biosynthesis)
NM_026533	GO:0003735(structural constituent of ribosome) GO:0005830(cytosolic ribosome (sensu Eukaryota)) GO:0005843(cytosolic small ribosomal subunit (sensu Eukaryota)) GO:0006412(protein biosynthesis)
NM_010448	
NM_134040	
NM_138745	GO:0004329(formate-tetrahydrofolate ligase activity) GO:0004477(methenyltetrahydrofolate cyclohydrolase activity) GO:0004488(methylenetetrahydrofolate dehydrogenase (NADP+) activity) GO:0005524(ATP binding) GO:0005737(cytoplasm) GO:0008372(cellular component unknown) GO:0009058(biosynthesis) GO:0009113(purine base biosynthesis) GO:0009257(10-formyltetrahydrofolate biosynthesis) GO:0009396(folic acid and derivative biosynthesis) GO:0016874(ligase activity) EC 1.5.1.5 EC 3.5.4.9 EC 6 EC 6.3.4.3
NM_138745	GO:0004329(formate-tetrahydrofolate ligase activity) GO:0004477(methenyltetrahydrofolate cyclohydrolase activity) GO:0004488(methylenetetrahydrofolate dehydrogenase (NADP+) activity) GO:0005524(ATP binding) GO:0005737(cytoplasm) GO:0008372(cellular component unknown) GO:0009058(biosynthesis) GO:0009113(purine base biosynthesis) GO:0009257(10-formyltetrahydrofolate biosynthesis) GO:0009396(folic acid and derivative biosynthesis) GO:0016874(ligase activity) EC 1.5.1.5 EC 3.5.4.9 EC 6 EC 6.3.4.3
NM_009415	GO:0004807(triose-phosphate isomerase activity) GO:0005739(mitochondrion) GO:0005829(cytosol) GO:0006094(gluconeogenesis) GO:0006096(glycolysis) GO:0006098(pentose-phosphate shunt) GO:0006633(fatty acid biosynthesis) GO:0008152(metabolism) GO:0008610(lipid biosynthesis) GO:0009507(chloroplast) GO:0016853(isomerase activity) GO:0019253(reductive pentose-phosphate cycle) EC 5 EC 5.3.1.1
NM_008721	
NM_031249	GO:0003676(nucleic acid binding) GO:0003723(RNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006378(mRNA polyadenylylation) GO:0006397(mRNA processing) GO:0008372(cellular component unknown)
NM_013869	
NM_010807	
NM_010882	GO:0001558(regulation of cell growth) GO:0001764(neuron migration) GO:0003677(DNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005813(centrosome) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006874(calcium ion homeostasis) GO:0007409(axonogenesis) GO:0007413(axonal fasciculation) GO:0007417(central nervous system development) GO:0007585(respiratory gaseous exchange) GO:0008347(glial cell migration) GO:0019233(sensory perception of pain) GO:0043015(gamma-tubulin binding) GO:0048011(nerve growth factor receptor signaling pathway) GO:0048666(neuron development) GO:0048676(axon extension during development)
